,cusip_id,bond_sym_id,company_symbol,trd_exctn_dt,trd_exctn_tm,trd_rpt_dt,trd_rpt_tm,msg_seq_nb,trc_st,scrty_type_cd,wis_fl,cmsn_trd,entrd_vol_qt,rptd_pr,yld_sign_cd,yld_pt,asof_cd,days_to_sttl_ct,sale_cndtn_cd,sale_cndtn2_cd,rpt_side_cd,buy_cmsn_rt,buy_cpcty_cd,sell_cmsn_rt,sell_cpcty_cd,cntra_mp_id,agu_qsr_id,spcl_trd_fl,trdg_mkt_cd,dissem_fl,orig_msg_seq_nb,bloomberg_identifier,sub_prdct,stlmnt_dt,trd_mod_3,trd_mod_4,rptg_party_type,lckd_in_ind,ats_indicator,pr_trd_dt,first_trade_ctrl_date,first_trade_ctrl_num
8461,00184AAF2,AOLHG,,2002-07-02,52080.0,2002-07-05,52906.0,7955,T,C,N,N,175000.0,82.898,+,9.601,R,0.0,A,,S,,P,,A,D,,,S1,Y,,,,,,,,,,,,
8527,00184AAF2,AOLHG,,2002-07-03,35156.0,2002-07-05,35159.0,1149,T,C,N,N,5000000.0,85.45,+,9.148661,A,0.0,@,,B,,P,,P,C,,Y,S1,Y,,,,,,,,,,,,
8528,00184AAF2,AOLHG,,2002-07-03,35159.0,2002-07-05,46558.0,6260,T,C,N,N,5000000.0,85.45,+,9.148661,R,0.0,@,,B,,P,,P,C,,Y,S1,Y,,,,,,,,,,,,
8544,00184AAF2,AOLHG,,2002-07-03,46572.0,2002-07-05,46573.0,6267,T,C,N,N,5000000.0,85.45,+,9.148661,A,0.0,@,,B,,P,,P,C,,Y,S1,Y,,,,,,,,,,,,
8545,00184AAF2,AOLHG,,2002-07-03,46755.0,2002-07-05,35158.0,1148,T,C,N,N,5000000.0,85.45,+,9.148661,R,0.0,@,,B,,P,,P,C,,Y,S1,Y,,,,,,,,,,,,
8546,00184AAF2,AOLHG,,2002-07-05,36288.0,2002-07-05,36395.0,1565,T,C,N,N,12000.0,90.84122,+,8.251081,,0.0,@,,S,,P,,P,D,,,S1,Y,,,,,,,,,,,,
8547,00184AAF2,AOLHG,,2002-07-05,36360.0,2002-07-05,36425.0,1581,T,C,N,N,12000.0,91.34122,+,8.173,,0.0,@,,S,,P,,P,C,,,S1,Y,,,,,,,,,,,,
8548,00184AAF2,AOLHG,,2002-07-05,36360.0,2002-07-05,36427.0,1582,T,C,N,N,12000.0,90.84122,+,8.2528,,0.0,@,,B,,A,,A,D,,,S1,N,,,,,,,,,,,,
8549,00184AAF2,AOLHG,,2002-07-05,37740.0,2002-07-05,37796.0,2117,T,C,N,N,200000.0,87.169,+,8.855023,,0.0,@,,B,,P,,P,C,,,S1,Y,,,,,,,,,,,,
9868,00184AAG0,AOL.HH,AOL,2002-07-05,33156.0,2002-07-05,33264.0,612,T,C,N,N,10000.0,83.305,+,9.370063,,0.0,@,,S,,P,,P,D,,,S1,Y,,,,,,,,,,,,
9869,00184AAG0,AOL.HH,AOL,2002-07-05,33240.0,2002-07-05,33287.0,617,T,C,N,N,10000.0,83.8545,+,9.3076,,0.0,@,,S,,P,,P,C,,,S1,Y,,,,,,,,,,,,
9870,00184AAG0,AOL.HH,AOL,2002-07-05,33240.0,2002-07-05,33289.0,619,T,C,N,N,10000.0,83.305,+,9.3717,,0.0,@,,B,,A,,A,D,,,S1,N,,,,,,,,,,,,
9871,00184AAG0,AOL.HH,AOL,2002-07-05,37500.0,2002-07-05,39266.0,2717,T,C,N,N,57000.0,80.982,+,9.65,,0.0,@,,B,,P,,P,D,,,S1,N,,,,,,,,,,,,
9872,00184AAG0,AOL.HH,AOL,2002-07-05,37545.0,2002-07-05,37545.0,2002,T,C,N,N,57000.0,80.981999,+,9.649104,,0.0,@,,S,,P,,P,D,,,S1,Y,,,,,,,,,,,,
9873,00184AAG0,AOL.HH,AOL,2002-07-05,39494.0,2002-07-05,39536.0,2862,T,C,N,N,5000000.0,76.9152,+,,,0.0,C,,S,,P,,P,C,,,S1,Y,,,,,,,,,,,,
9874,00184AAG0,AOL.HH,AOL,2002-07-05,39494.0,2002-07-05,39536.0,2863,T,C,N,N,5000000.0,76.9152,+,,,5.0,R,,B,,P,,P,C,,,S1,Y,,,,,,,,,,,,
10523,001957AJ8,T.GA,T,2002-07-05,38803.0,2002-07-05,38822.0,2571,T,C,N,N,20000.0,78.375,+,10.805102,,0.0,@,,S,,P,,P,C,,,S1,N,,,,,,,,,,,,
10524,001957AJ8,T.GA,T,2002-07-05,39138.0,2002-07-05,39259.0,2714,T,C,N,N,50000.0,79.0,+,10.712,,0.0,@,,S,,P,,P,D,,,S1,N,,,,,,,,,,,,
10525,001957AJ8,T.GA,T,2002-07-05,39138.0,2002-07-05,39295.0,2728,T,C,N,N,30000.0,80.0,+,10.562,,0.0,@,,S,,P,,P,C,,,S1,N,,,,,,,,,,,,
10526,001957AJ8,T.GA,T,2002-07-05,39138.0,2002-07-05,39310.0,2735,T,C,N,N,20000.0,80.0,+,10.561,,0.0,@,,S,,P,,P,C,,,S1,N,,,,,,,,,,,,
10527,001957AJ8,T.GA,T,2002-07-05,43560.0,2002-07-05,54923.0,8294,T,C,N,N,10000.0,77.0,+,11.015,,0.0,Z,A,B,,P,,P,D,,,S1,N,,,,,,,,,,,,
10528,001957AJ8,T.GA,T,2002-07-05,47015.0,2002-07-05,47015.0,6413,T,C,N,N,10000.0,76.5,+,11.092,,0.0,@,,B,,P,,P,C,,,S1,N,,,,,,,,,,,,
10529,001957AJ8,T.GA,T,2002-07-05,48900.0,2002-07-05,51203.0,7557,T,C,N,N,10000.0,77.0,+,11.015,,0.0,@,,S,,P,,A,D,,,S1,N,,,,,,,,,,,,
11108,001957AK5,T.GB,T,2002-07-05,37105.0,2002-07-05,37108.0,1801,T,C,N,Y,10000.0,89.5,+,9.61,,0.0,@,,S,,P,3.0,P,C,,,S1,N,,,,,,,,,,,,
11109,001957AK5,T.GB,T,2002-07-05,42482.0,2002-07-05,42571.0,4307,T,C,N,N,10000.0,78.75,+,10.636,,0.0,@,,S,,P,,P,C,,,S1,N,,,,,,,,,,,,
11110,001957AK5,T.GB,T,2002-07-05,44798.0,2002-07-05,44891.0,5479,T,C,N,N,10000.0,77.625,+,10.807157,,0.0,@,,B,,P,,P,C,,,S1,N,,,,,,,,,,,,
11453,001957AL3,T.GC,T,2002-07-05,36540.0,2002-07-05,37013.0,1764,T,C,N,N,25000.0,83.25,+,10.468,,0.0,@,,S,,P,,P,C,,,S1,N,,,,,,,,,,,,
11454,001957AL3,T.GC,T,2002-07-05,36540.0,2002-07-05,37967.0,2184,T,C,N,N,25000.0,82.75,+,,,0.0,@,,B,,P,,P,D,,,S1,N,,,,,,,,,,,,
11455,001957AL3,T.GC,T,2002-07-05,36540.0,2002-07-05,39104.0,2662,T,C,N,N,25000.0,82.75,+,10.533,,0.0,@,,S,,A,,P,D,,,S1,N,,,,,,,,,,,,
11456,001957AL3,T.GC,T,2002-07-05,36584.0,2002-07-05,36588.0,1627,T,C,N,N,25000.0,82.75,+,10.533,,0.0,@,,S,,P,,P,D,,,S1,N,,,,,,,,,,,,
11457,001957AL3,T.GC,T,2002-07-05,41424.0,2002-07-05,41425.0,3799,T,C,N,N,25000.0,82.0,+,10.632,,0.0,@,,S,,P,,A,D,,,S1,N,,,,,,,,,,,,
11458,001957AL3,T.GC,T,2002-07-05,41424.0,2002-07-05,41425.0,3801,T,C,N,Y,25000.0,81.7,+,10.672,,0.0,@,,B,0.3,A,,P,C,,,S1,N,,,,,,,,,,,,
11459,001957AL3,T.GC,T,2002-07-05,47760.0,2002-07-05,51340.0,7711,T,C,N,N,10000.0,84.845,+,10.265,,0.0,A,,S,,P,,P,C,,,S1,N,,,,,,,,,,,,
11778,001957AM1,T.GD,T,2002-07-03,35040.0,2002-07-05,35193.0,1160,T,C,N,N,10000.0,96.25,+,9.133,A,0.0,@,,S,,P,,P,C,,,S1,N,,,,,,,,,,,,
11779,001957AM1,T.GD,T,2002-07-03,35160.0,2002-07-05,35198.0,1162,T,C,N,N,10000.0,96.25,+,9.133,A,0.0,@,,S,,P,,P,C,,,S1,N,,,,,,,,,,,,
11785,001957AM1,T.GD,T,2002-07-03,40320.0,2002-07-05,39837.0,2944,T,C,N,N,5000.0,95.625,+,,A,0.0,@,,S,,P,,P,D,,,S1,N,,,,,,,,,,,,
11810,001957AM1,T.GD,T,2002-07-05,27000.0,2002-07-05,35216.0,1170,T,C,N,Y,10000.0,97.0,+,8.97,,0.0,Z,,S,,P,1.5,P,C,,,S1,N,,,,,,,,,,,,
11811,001957AM1,T.GD,T,2002-07-05,33556.0,2002-07-05,33559.0,747,T,C,N,Y,15000.0,100.0,+,8.004,,0.0,@,,S,,P,2.0,P,C,,,S1,N,,,,,,,,,,,,
11812,001957AM1,T.GD,T,2002-07-05,33662.0,2002-07-05,33662.0,772,T,C,N,N,2000.0,95.505,+,8.97,,0.0,@,,S,1.0,P,,P,C,,,S1,N,,,,,,,,,,,,
11814,001957AM1,T.GD,T,2002-07-05,37213.0,2002-07-05,37216.0,1847,T,C,N,Y,3000.0,98.0,+,8.648,,0.0,@,,S,,P,1.0,P,C,,,S1,N,,,,,,,,,,,,
11815,001957AM1,T.GD,T,2002-07-05,37920.0,2002-07-05,45326.0,5726,T,C,N,N,25000.0,0.94125,+,10.55,,0.0,Z,,S,,P,,P,C,,,S1,N,,,,,,,,,,,,
11816,001957AM1,T.GD,T,2002-07-05,37920.0,2002-07-05,45327.0,5736,T,C,N,N,25000.0,0.94125,+,10.55,,0.0,Z,,S,,P,,P,C,,,S1,N,,,,,,,,,,,,
11821,001957AM1,T.GD,T,2002-07-05,38400.0,2002-07-05,44162.0,4938,T,C,N,N,25000.0,96.0,+,9.301,,0.0,Z,,B,,P,,P,D,,,S1,N,,,,,,,,,,,,
11822,001957AM1,T.GD,T,2002-07-05,38400.0,2002-07-05,44175.0,5045,T,C,N,N,25000.0,97.25,+,8.486,,0.0,Z,,S,,P,,P,C,,,S1,N,,,,,,,,,,,,
11823,001957AM1,T.GD,T,2002-07-05,39216.0,2002-07-05,39217.0,2701,T,C,N,N,25000.0,96.0,+,9.301058,,0.0,@,,S,,P,,P,D,,,S1,N,,,,,,,,,,,,
11824,001957AM1,T.GD,T,2002-07-05,40982.0,2002-07-05,40987.0,3470,T,C,N,N,20000.0,96.5,+,8.973,,0.0,@,,S,,P,,P,D,,,S1,N,,,,,,,,,,,,
11825,001957AM1,T.GD,T,2002-07-05,40983.0,2002-07-05,40987.0,3471,T,C,N,Y,20000.0,96.8,+,8.778,,0.0,@,,S,,P,0.3,A,C,,,S1,N,,,,,,,,,,,,
11828,001957AM1,T.GD,T,2002-07-05,43680.0,2002-07-05,45320.0,5694,T,C,N,N,6000.0,96.375,+,9.055,,0.0,@,,S,,P,,P,D,,,S1,N,,,,,,,,,,,,
11829,001957AM1,T.GD,T,2002-07-05,45712.0,2002-07-05,45712.0,5911,T,C,N,N,10000.0,96.5,+,8.325,,0.0,@,,S,1.0,P,,P,C,,,S1,N,,,,,,,,,,,,
11830,001957AM1,T.GD,T,2002-07-05,45960.0,2002-07-05,47725.0,6614,T,C,N,N,5000.0,96.25,+,9.137,,0.0,@,,S,,P,,P,D,,,S1,N,,,,,,,,,,,,
11831,001957AM1,T.GD,T,2002-07-05,46140.0,2002-07-05,46191.0,6096,T,C,N,N,5000.0,97.8,+,8.132,,0.0,@,,S,,P,,P,C,,,S1,N,,,,,,,,,,,,
12575,001957AP4,T.GE,T,2002-07-02,47949.0,2002-07-05,49877.0,7350,T,C,N,Y,7000.0,97.142857,+,8.37,R,0.0,@,,S,,P,2.142857,A,C,,,S1,N,,,,,,,,,,,,
12576,001957AP4,T.GE,T,2002-07-02,47949.0,2002-07-05,49881.0,7352,T,C,N,Y,7000.0,97.142857,+,8.37,A,0.0,@,,S,,P,2.142857,A,C,,,S1,N,,,,,,,,,,,,
12577,001957AP4,T.GE,T,2002-07-02,47949.0,2002-07-05,53492.0,8123,T,C,N,N,7000.0,95.0,+,8.37,R,0.0,@,A,B,,A,,P,D,,,S1,N,,,,,,,,,,,,
12618,001957AP4,T.GE,T,2002-07-05,33240.0,2002-07-05,42333.0,4207,T,C,N,Y,4000.0,89.0,+,10.533,,0.0,Z,,B,1.5,P,,P,C,,,S1,N,,,,,,,,,,,,
12619,001957AP4,T.GE,T,2002-07-05,33540.0,2002-07-05,36376.0,1557,T,C,N,N,5000.0,95.0,+,,,0.0,@,,S,,P,,P,D,,Y,S1,N,,,,,,,,,,,,
12620,001957AP4,T.GE,T,2002-07-05,36360.0,2002-07-05,40536.0,3283,T,C,N,N,1000.0,0.93,+,9.697,,0.0,@,,S,,P,,P,C,,,S1,N,,,,,,,,,,,,
12621,001957AP4,T.GE,T,2002-07-05,36360.0,2002-07-05,40536.0,3284,T,C,N,N,1000.0,0.93,+,9.697,,0.0,@,,B,,P,,P,C,,,S1,N,,,,,,,,,,,,
12626,001957AP4,T.GE,T,2002-07-05,37986.0,2002-07-05,37986.0,2196,T,C,N,N,10000.0,94.5,+,8.889,,0.0,@,,S,1.0,P,,P,C,,,S1,N,,,,,,,,,,,,
12627,001957AP4,T.GE,T,2002-07-05,44940.0,2002-07-05,47745.0,6756,T,C,N,N,50000.0,0.93125,+,9.656,,0.0,@,,S,,P,,P,C,,,S1,N,,,,,,,,,,,,
12630,001957AP4,T.GE,T,2002-07-05,46567.0,2002-07-05,46572.0,6266,T,C,N,N,20000.0,93.6125,+,9.49691,,0.0,@,,B,,P,,P,C,,,S1,N,,,,,,,,,,,,
12631,001957AP4,T.GE,T,2002-07-05,47086.0,2002-07-05,47099.0,6444,T,C,N,N,7000.0,94.375,+,9.249466,,0.0,@,,S,,P,,P,C,,,S1,N,,,,,,,,,,,,
12632,001957AP4,T.GE,T,2002-07-05,47112.0,2002-07-05,47119.0,6449,T,C,N,N,40000.0,94.0,+,9.370853,,0.0,@,,S,,P,,P,C,,,S1,N,,,,,,,,,,,,
13175,001957AQ2,T.GF,T,2002-07-05,35760.0,2002-07-05,36760.0,1663,T,C,N,N,10000.0,76.0,+,11.31,,0.0,@,,B,,P,,P,C,,,S1,N,,,,,,,,,,,,
13176,001957AQ2,T.GF,T,2002-07-05,40855.0,2002-07-05,40860.0,3409,T,C,N,N,20000.0,79.375,+,10.809,,0.0,@,,S,,P,,P,D,,,S1,N,,,,,,,,,,,,
13177,001957AQ2,T.GF,T,2002-07-05,40856.0,2002-07-05,40861.0,3410,T,C,N,Y,20000.0,79.675,+,10.766,,0.0,@,,S,,P,0.3,A,C,,,S1,N,,,,,,,,,,,,
13178,001957AQ2,T.GF,T,2002-07-05,40856.0,2002-07-05,45366.0,5759,T,C,N,N,20000.0,79.375,+,10.809,,0.0,Z,,S,,A,,P,D,,,S1,N,,,,,,,,,,,,
13520,001957AR0,T.GG,T,2002-07-01,39641.0,2002-07-05,39664.0,2897,T,C,N,N,45000.0,94.75,+,9.155267,A,0.0,C,,S,,P,,P,C,,,S1,N,,,,,,,,,,,,
13635,001957AR0,T.GG,T,2002-07-05,33540.0,2002-07-05,35137.0,1138,T,C,N,N,10000.0,94.0,+,,,0.0,@,,S,,P,,P,D,,Y,S1,N,,,,,,,,,,,,
13636,001957AR0,T.GG,T,2002-07-05,39025.0,2002-07-05,39128.0,2668,T,C,N,Y,5000.0,90.375,+,9.887574,,0.0,@,,B,2.0,A,2.0,A,C,,,S1,N,,,,,,,,,,,,
14192,001957AS8,T.GH,T,2002-07-02,40402.0,2002-07-05,34463.0,963,T,C,N,N,275000.0,92.5,+,10.083183,A,0.0,N,,B,,P,,P,C,,,S1,N,,,,,,,,,,,,
14230,001957AS8,T.GH,T,2002-07-03,50760.0,2002-07-05,42286.0,4145,T,C,N,N,25000.0,93.0,+,9.8703,A,0.0,@,,B,,P,,P,C,,,S1,N,,,,,,,,,,,,
14239,001957AS8,T.GH,T,2002-07-05,37478.0,2002-07-05,37479.0,1941,T,C,N,N,10000.0,93.25,+,9.765,,0.0,@,,S,,P,,P,C,,,S1,N,,,,,,,,,,,,
14240,001957AS8,T.GH,T,2002-07-05,39660.0,2002-07-05,39718.0,2914,T,C,N,N,70000.0,97.0,+,8.196776,,0.0,@,,S,,P,,P,C,,,S1,N,,,,,,,,,,,,
14241,001957AS8,T.GH,T,2002-07-05,42022.0,2002-07-05,42413.0,4228,T,C,N,N,50000.0,96.049999,+,8.586963,,0.0,@,,S,,P,,P,C,,,S1,N,,,,,,,,,,,,
14242,001957AS8,T.GH,T,2002-07-05,44396.0,2002-07-05,44433.0,5234,T,C,N,N,10000.0,96.5,+,8.401545,,0.0,@,,S,,P,,P,C,,,S1,N,,,,,,,,,,,,
14243,001957AS8,T.GH,T,2002-07-05,45360.0,2002-07-05,46147.0,6074,T,C,N,N,50000.0,95.0,+,9.024,,0.0,@,,B,,P,,P,D,,,S1,N,,,,,,,,,,,,
14244,001957AS8,T.GH,T,2002-07-05,45360.0,2002-07-05,46147.0,6075,T,C,N,N,50000.0,95.3,+,8.898,,0.0,@,,S,,P,,P,C,,,S1,N,,,,,,,,,,,,
14245,001957AS8,T.GH,T,2002-07-05,46067.0,2002-07-05,50680.0,7473,T,C,N,N,50000.0,94.0,+,9.56,,0.0,Z,,B,,P,,P,D,,,S1,N,,,,,,,,,,,,
14246,001957AS8,T.GH,T,2002-07-05,46067.0,2002-07-05,50680.0,8420,C,C,N,N,50000.0,94.0,+,9.56,,,Z,A,B,,P,,P,D,,,S1,N,7473.0,,,,,,,,,,,
14247,001957AS8,T.GH,T,2002-07-05,46128.0,2002-07-05,52142.0,7857,T,C,N,N,50000.0,95.88,+,8.29,,0.0,Z,A,S,,P,,P,C,,,S1,N,,,,,,,,,,,,
14248,001957AS8,T.GH,T,2002-07-05,46128.0,2002-07-05,52142.0,8419,C,C,N,N,50000.0,95.88,+,8.29,,,Z,A,S,,P,,P,C,,,S1,N,7857.0,,,,,,,,,,,
14249,001957AS8,T.GH,T,2002-07-05,46170.0,2002-07-05,46170.0,6083,T,C,N,N,50000.0,95.0,+,9.023821,,0.0,@,,S,,P,,P,D,,,S1,N,,,,,,,,,,,,
15187,001957AU3,T.GI,T,2002-07-03,42766.0,2002-07-05,36126.0,1449,T,C,N,N,20000.0,93.356999,+,9.999886,R,0.0,@,,S,,P,,P,C,,,S1,Y,,,,,,,,,,,,
15251,001957AU3,T.GI,T,2002-07-05,34140.0,2002-07-05,35560.0,1269,T,C,N,N,10000.0,93.0,+,10.254,,0.0,@,,B,,A,,P,D,,,S1,N,,,,,,,,,,,,
15252,001957AU3,T.GI,T,2002-07-05,34140.0,2002-07-05,35560.0,1271,T,C,N,Y,10000.0,93.5,+,9.908,,0.0,@,,S,,P,0.5,A,C,,,S1,Y,,,,,,,,,,,,
15253,001957AU3,T.GI,T,2002-07-05,35455.0,2002-07-05,35457.0,1248,T,C,N,Y,4000.0,95.0,+,9.564,,0.0,@,,S,,P,1.0,P,C,,,S1,Y,,,,,,,,,,,,
15254,001957AU3,T.GI,T,2002-07-05,35458.0,2002-07-05,35463.0,1250,T,C,N,Y,6000.0,95.0,+,9.564,,0.0,@,,S,,P,1.0,P,C,,,S1,Y,,,,,,,,,,,,
15255,001957AU3,T.GI,T,2002-07-05,35760.0,2002-07-05,38723.0,2502,T,C,N,N,15000.0,94.0,+,9.564,,0.0,@,,S,,P,,P,D,,,S1,Y,,,,,,,,,,,,
15256,001957AU3,T.GI,T,2002-07-05,36671.0,2002-07-05,40313.0,3134,T,C,N,N,100000.0,93.5,+,9.908151,,0.0,@,,B,,P,,P,C,,,S1,Y,,,,,,,,,,,,
15257,001957AU3,T.GI,T,2002-07-05,36721.0,2002-07-05,40356.0,3151,T,C,N,N,100000.0,94.0,+,9.564391,,0.0,@,,S,,P,,P,C,,,S1,Y,,,,,,,,,,,,
15258,001957AU3,T.GI,T,2002-07-05,37469.0,2002-07-05,37470.0,1935,T,C,N,N,3000.0,95.0,+,8.884,,0.0,@,,S,,P,,P,C,,,S1,Y,,,,,,,,,,,,
15259,001957AU3,T.GI,T,2002-07-05,39136.0,2002-07-05,39800.0,2935,T,C,N,N,75000.0,95.125,+,8.8,,0.0,@,,S,,P,,P,C,,,S1,Y,,,,,,,,,,,,
15260,001957AU3,T.GI,T,2002-07-05,40578.0,2002-07-05,40729.0,3358,T,C,N,N,50000.0,93.25,+,10.080944,,0.0,@,,B,,P,,P,C,,,S1,Y,,,,,,,,,,,,
15261,001957AU3,T.GI,T,2002-07-05,40800.0,2002-07-05,44163.0,4948,T,C,N,N,37000.0,94.5,+,9.223,,0.0,@,,B,,P,,P,D,,,S1,N,,,,,,,,,,,,
15262,001957AU3,T.GI,T,2002-07-05,41112.0,2002-07-05,41124.0,3587,T,C,N,N,37000.0,94.5,+,9.223044,,0.0,@,,S,,P,,P,D,,,S1,Y,,,,,,,,,,,,
15263,001957AU3,T.GI,T,2002-07-05,41280.0,2002-07-05,42328.0,4176,T,C,N,Y,10000.0,97.35,+,8.35,,0.0,@,,S,,P,1.55,P,C,,,S1,Y,,,,,,,,,,,,
15264,001957AU3,T.GI,T,2002-07-05,41947.0,2002-07-05,41947.0,4014,T,C,N,N,15000.0,94.95,+,8.917,,0.0,@,,S,,P,,P,C,,,S1,Y,,,,,,,,,,,,
15269,001957AU3,T.GI,T,2002-07-05,42171.0,2002-07-05,42172.0,4095,T,C,N,N,100000.0,94.828999,+,8.999739,,0.0,@,,S,,P,,P,C,,,S1,Y,,,,,,,,,,,,
15270,001957AU3,T.GI,T,2002-07-05,42540.0,2002-07-05,44166.0,4964,T,C,N,N,20000.0,94.0,+,9.564,,0.0,@,,B,,P,,P,D,,,S1,N,,,,,,,,,,,,
15271,001957AU3,T.GI,T,2002-07-05,42600.0,2002-07-05,44182.0,5100,T,C,N,N,10000.0,95.75,+,8.38,,0.0,@,,S,,P,,P,C,,,S1,Y,,,,,,,,,,,,
15272,001957AU3,T.GI,T,2002-07-05,43150.0,2002-07-05,43151.0,4544,T,C,N,N,10000.0,94.828999,+,8.999739,,0.0,@,,S,,P,,P,C,,,S1,Y,,,,,,,,,,,,
15273,001957AU3,T.GI,T,2002-07-05,43204.0,2002-07-05,43204.0,4564,T,C,N,N,10000.0,94.828999,+,8.999739,,0.0,@,,S,,P,,P,C,,,S1,Y,,,,,,,,,,,,
15274,001957AU3,T.GI,T,2002-07-05,43920.0,2002-07-05,54922.0,8282,T,C,N,N,35000.0,92.5,+,10.603,,0.0,Z,A,B,,P,,P,D,,,S1,N,,,,,,,,,,,,
15275,001957AU3,T.GI,T,2002-07-05,44640.0,2002-07-05,47738.0,6704,T,C,N,N,7000.0,93.0,+,10.254,,0.0,@,,B,,P,,P,C,,,S1,Y,,,,,,,,,,,,
15276,001957AU3,T.GI,T,2002-07-05,44820.0,2002-07-05,47737.0,6703,T,C,N,N,7000.0,96.32,+,8.0,,0.0,@,,S,,P,,P,C,,,S1,Y,,,,,,,,,,,,
15277,001957AU3,T.GI,T,2002-07-05,45960.0,2002-07-05,47725.0,6610,T,C,N,N,20000.0,94.0,+,9.564,,0.0,@,,S,,P,,P,D,,,S1,Y,,,,,,,,,,,,
15278,001957AU3,T.GI,T,2002-07-05,46020.0,2002-07-05,47725.0,6612,T,C,N,N,50000.0,94.0,+,9.564,,0.0,@,,S,,P,,P,D,,,S1,Y,,,,,,,,,,,,
15281,001957AU3,T.GI,T,2002-07-05,46251.0,2002-07-05,46257.0,6125,T,C,N,Y,10000.0,95.0,+,9.564,,0.0,@,,S,,P,1.0,P,C,,,S1,Y,,,,,,,,,,,,
15282,001957AU3,T.GI,T,2002-07-05,48900.0,2002-07-05,51263.0,7569,T,C,N,N,35000.0,92.5,+,10.603,,0.0,@,,S,,P,,A,D,,,S1,Y,,,,,,,,,,,,
15283,001957AU3,T.GI,T,2002-07-05,48900.0,2002-07-05,51343.0,7724,T,C,N,Y,26000.0,91.5,+,10.603,,0.0,A,,B,1.0,P,,P,C,,,S1,Y,,,,,,,,,,,,
15284,001957AU3,T.GI,T,2002-07-05,48900.0,2002-07-05,51343.0,7725,T,C,N,Y,80000.0,91.5,+,10.603,,0.0,A,,B,1.0,P,,P,C,,,S1,Y,,,,,,,,,,,,
17849,001957AV1,T.GJ,T,2002-07-05,34218.0,2002-07-05,34326.0,935,T,C,N,N,10000.0,74.25,+,11.648345,,0.0,@,,B,,P,,P,C,,,S1,Y,,,,,,,,,,,,
17850,001957AV1,T.GJ,T,2002-07-05,34327.0,2002-07-05,34328.0,936,T,C,N,N,26000.0,76.5,+,11.065,,0.0,@,,S,,A,,P,D,,,S1,Y,,,,,,,,,,,,
17851,001957AV1,T.GJ,T,2002-07-05,34327.0,2002-07-05,34328.0,938,T,C,N,Y,26000.0,76.8,+,10.989,,0.0,@,,S,,P,0.3,A,C,,,S1,Y,,,,,,,,,,,,
17852,001957AV1,T.GJ,T,2002-07-05,34327.0,2002-07-05,34643.0,1022,W,C,N,N,26000.0,76.25,+,11.065,,0.0,@,,S,,A,,P,D,,,S1,Y,936.0,,,,,,,,,,,
17853,001957AV1,T.GJ,T,2002-07-05,34371.0,2002-07-05,34373.0,953,T,C,N,N,30000.0,76.25,+,11.129,,0.0,@,,S,,A,,P,D,,,S1,Y,,,,,,,,,,,,
17854,001957AV1,T.GJ,T,2002-07-05,34371.0,2002-07-05,34373.0,954,T,C,N,Y,30000.0,76.55,+,11.052,,0.0,@,,S,,P,0.3,A,C,,,S1,Y,,,,,,,,,,,,
17855,001957AV1,T.GJ,T,2002-07-05,35226.0,2002-07-05,35255.0,1178,T,C,N,N,10000.0,77.5,+,10.812125,,0.0,@,,S,,P,,P,C,,,S1,Y,,,,,,,,,,,,
17856,001957AV1,T.GJ,T,2002-07-05,35226.0,2002-07-05,35255.0,1215,C,C,N,N,10000.0,77.5,+,10.812125,,,@,,S,,P,,P,C,,,S1,Y,1178.0,,,,,,,,,,,
17857,001957AV1,T.GJ,T,2002-07-05,35283.0,2002-07-05,35287.0,1188,T,C,N,N,10000.0,75.25,+,11.386313,,0.0,@,,B,,P,,P,C,,,S1,Y,,,,,,,,,,,,
17858,001957AV1,T.GJ,T,2002-07-05,35374.0,2002-07-05,39373.0,2801,T,C,N,N,10000.0,77.5,+,10.812125,,0.0,@,,S,,P,,P,C,,,S1,Y,,,,,,,,,,,,
17859,001957AV1,T.GJ,T,2002-07-05,36000.0,2002-07-05,36281.0,1516,T,C,N,N,20000.0,77.5,+,,,0.0,@,,B,,P,,P,D,,,S1,N,,,,,,,,,,,,
17860,001957AV1,T.GJ,T,2002-07-05,36193.0,2002-07-05,36201.0,1475,T,C,N,N,20000.0,77.5,+,10.812,,0.0,@,,S,,P,,P,D,,,S1,Y,,,,,,,,,,,,
17861,001957AV1,T.GJ,T,2002-07-05,38679.0,2002-07-05,40317.0,3137,T,C,N,Y,10000.0,81.5,+,,,0.0,@,,S,,P,2.0,P,C,,,S1,Y,,,,,,,,,,,,
17862,001957AV1,T.GJ,T,2002-07-05,39240.0,2002-07-05,40404.0,3183,T,C,N,N,10000.0,77.5,+,,,0.0,@,,B,,P,,P,D,,,S1,N,,,,,,,,,,,,
17863,001957AV1,T.GJ,T,2002-07-05,39240.0,2002-07-05,40445.0,3203,T,C,N,Y,10000.0,81.5,+,,,0.0,@,,S,,P,2.0,P,C,,,S1,Y,,,,,,,,,,,,
17864,001957AV1,T.GJ,T,2002-07-05,39633.0,2002-07-05,39638.0,2891,T,C,N,N,10000.0,77.5,+,10.812,,0.0,@,,S,,P,,P,D,,,S1,Y,,,,,,,,,,,,
17865,001957AV1,T.GJ,T,2002-07-05,40264.0,2002-07-05,40267.0,3113,T,C,N,N,45000.0,76.625,+,11.033,,0.0,@,,S,,P,,P,D,,,S1,Y,,,,,,,,,,,,
